Day;Station;Absolute_level;Percentage_volume_stored;volume_stored;County;River_basin;Province
2025-01-23T00:00:00.000;Reservoir of Riudecanyes;205.31;23.6;1.25;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-23T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.07;51.9;12.66;SolsonŠs;Riu Cardener;Lleida 
2025-01-23T00:00:00.000;Reservoir of Sau (Vilanova de Sau);381.75;8.8;14.59;Osona;Riu Ter;Barcelona
2025-01-23T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.12;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-23T00:00:00.000;Reservoir of Susqueda (Osor);318.62;39.5;92.11;La Selva;Riu Ter;Girona
2025-01-24T00:00:00.000;Reservoir of Darnius Boadella (Darnius);136.03;17.2;10.49;Alt Empord…;Riu Muga;Girona
2025-01-24T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100;91.4;3.42;Alt Pened‚s;Riu Foix;Barcelona
2025-01-24T00:00:00.000;Reservoir of la Baells (Cercs);614.3;56.2;61.53;Bergued…;Riu Llobregat;Barcelona
2025-01-24T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.24;34.3;27.46;SolsonŠs;Riu Cardener;Lleida 
2025-01-24T00:00:00.000;Reservoir of Riudecanyes;205.31;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-24T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.09;52;12.67;SolsonŠs;Riu Cardener;Lleida 
2025-01-24T00:00:00.000;Reservoir of Sau (Vilanova de Sau);381.34;8.4;13.93;Osona;Riu Ter;Barcelona
2025-01-24T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.11;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-24T00:00:00.000;Reservoir of Susqueda (Osor);318.75;39.7;92.49;La Selva;Riu Ter;Girona
2025-01-25T00:00:00.000;Reservoir of Darnius Boadella (Darnius);136.03;17.2;10.48;Alt Empord…;Riu Muga;Girona
2025-01-25T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.99;91.3;3.41;Alt Pened‚s;Riu Foix;Barcelona
2025-01-25T00:00:00.000;Reservoir of la Baells (Cercs);614.26;56.1;61.41;Bergued…;Riu Llobregat;Barcelona
2025-01-25T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.2;34.3;27.41;SolsonŠs;Riu Cardener;Lleida 
2025-01-25T00:00:00.000;Reservoir of Riudecanyes;205.31;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-25T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.11;52;12.69;SolsonŠs;Riu Cardener;Lleida 
2025-01-25T00:00:00.000;Reservoir of Sau (Vilanova de Sau);381.15;8.2;13.63;Osona;Riu Ter;Barcelona
2025-01-25T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.11;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-25T00:00:00.000;Reservoir of Susqueda (Osor);318.78;39.7;92.57;La Selva;Riu Ter;Girona
2025-01-26T00:00:00.000;Reservoir of Darnius Boadella (Darnius);136;17.1;10.45;Alt Empord…;Riu Muga;Girona
2025-01-26T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.98;91.2;3.41;Alt Pened‚s;Riu Foix;Barcelona
2025-01-26T00:00:00.000;Reservoir of la Baells (Cercs);614.21;56;61.3;Bergued…;Riu Llobregat;Barcelona
2025-01-26T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.16;34.2;27.36;SolsonŠs;Riu Cardener;Lleida 
2025-01-26T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-26T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.13;52.1;12.7;SolsonŠs;Riu Cardener;Lleida 
2025-01-26T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.95;8.1;13.32;Osona;Riu Ter;Barcelona
2025-01-26T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.11;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-26T00:00:00.000;Reservoir of Susqueda (Osor);318.84;39.8;92.75;La Selva;Riu Ter;Girona
2025-01-27T00:00:00.000;Reservoir of Darnius Boadella (Darnius);136;17.1;10.45;Alt Empord…;Riu Muga;Girona
2025-01-27T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.98;91.1;3.41;Alt Pened‚s;Riu Foix;Barcelona
2025-01-27T00:00:00.000;Reservoir of la Baells (Cercs);614.17;55.9;61.2;Bergued…;Riu Llobregat;Barcelona
2025-01-27T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.13;34.2;27.32;SolsonŠs;Riu Cardener;Lleida 
2025-01-27T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-27T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.15;52.2;12.73;SolsonŠs;Riu Cardener;Lleida 
2025-01-27T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.76;7.9;13;Osona;Riu Ter;Barcelona
2025-01-27T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.11;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-27T00:00:00.000;Reservoir of Susqueda (Osor);318.86;39.8;92.8;La Selva;Riu Ter;Girona
2025-01-28T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.99;17.1;10.44;Alt Empord…;Riu Muga;Girona
2025-01-28T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.97;91;3.4;Alt Pened‚s;Riu Foix;Barcelona
2025-01-28T00:00:00.000;Reservoir of la Baells (Cercs);614.13;55.8;61.1;Bergued…;Riu Llobregat;Barcelona
2025-01-28T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.13;34.1;27.31;SolsonŠs;Riu Cardener;Lleida 
2025-01-28T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-28T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.18;52.3;12.76;SolsonŠs;Riu Cardener;Lleida 
2025-01-28T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.57;7.7;12.72;Osona;Riu Ter;Barcelona
2025-01-28T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.1;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-28T00:00:00.000;Reservoir of Susqueda (Osor);318.88;39.9;92.85;La Selva;Riu Ter;Girona
2025-01-29T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.96;17;10.41;Alt Empord…;Riu Muga;Girona
2025-01-29T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.97;90.8;3.4;Alt Pened‚s;Riu Foix;Barcelona
2025-01-29T00:00:00.000;Reservoir of la Baells (Cercs);614.1;55.8;61.03;Bergued…;Riu Llobregat;Barcelona
2025-01-29T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.1;34.1;27.28;SolsonŠs;Riu Cardener;Lleida 
2025-01-29T00:00:00.000;Reservoir of Riudecanyes;205.31;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-29T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.2;52.4;12.77;SolsonŠs;Riu Cardener;Lleida 
2025-01-29T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.39;7.5;12.44;Osona;Riu Ter;Barcelona
2025-01-29T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.09;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-29T00:00:00.000;Reservoir of Susqueda (Osor);318.9;39.9;92.91;La Selva;Riu Ter;Girona
2025-01-30T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.96;17;10.41;Alt Empord…;Riu Muga;Girona
2025-01-30T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.96;90.8;3.39;Alt Pened‚s;Riu Foix;Barcelona
2025-01-30T00:00:00.000;Reservoir of la Baells (Cercs);614.06;55.7;60.93;Bergued…;Riu Llobregat;Barcelona
2025-01-30T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.07;34.1;27.24;SolsonŠs;Riu Cardener;Lleida 
2025-01-30T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-30T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.22;52.5;12.8;SolsonŠs;Riu Cardener;Lleida 
2025-01-30T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.22;7.4;12.17;Osona;Riu Ter;Barcelona
2025-01-30T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.09;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-30T00:00:00.000;Reservoir of Susqueda (Osor);318.95;39.9;93.07;La Selva;Riu Ter;Girona
2025-01-31T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.95;17;10.39;Alt Empord…;Riu Muga;Girona
2025-01-31T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.95;90.5;3.39;Alt Pened‚s;Riu Foix;Barcelona
2025-01-31T00:00:00.000;Reservoir of la Baells (Cercs);614.02;55.6;60.82;Bergued…;Riu Llobregat;Barcelona
2025-01-31T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);780.04;34;27.2;SolsonŠs;Riu Cardener;Lleida 
2025-01-31T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-01-31T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.24;52.6;12.82;SolsonŠs;Riu Cardener;Lleida 
2025-01-31T00:00:00.000;Reservoir of Sau (Vilanova de Sau);380.02;7.2;11.87;Osona;Riu Ter;Barcelona
2025-01-31T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.09;9.6;1.17;Priorat;Riu Siurana;Tarragona
2025-01-31T00:00:00.000;Reservoir of Susqueda (Osor);319;40;93.21;La Selva;Riu Ter;Girona
2025-02-01T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.92;17;10.37;Alt Empord…;Riu Muga;Girona
2025-02-01T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.94;90.4;3.38;Alt Pened‚s;Riu Foix;Barcelona
2025-02-01T00:00:00.000;Reservoir of la Baells (Cercs);613.97;55.5;60.71;Bergued…;Riu Llobregat;Barcelona
2025-02-01T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.99;33.9;27.15;SolsonŠs;Riu Cardener;Lleida 
2025-02-01T00:00:00.000;Reservoir of Riudecanyes;205.32;23.6;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-01T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.26;52.6;12.83;SolsonŠs;Riu Cardener;Lleida 
2025-02-01T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.82;7;11.56;Osona;Riu Ter;Barcelona
2025-02-01T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.08;9.5;1.17;Priorat;Riu Siurana;Tarragona
2025-02-01T00:00:00.000;Reservoir of Susqueda (Osor);319.03;40;93.3;La Selva;Riu Ter;Girona
2025-02-02T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.91;17;10.36;Alt Empord…;Riu Muga;Girona
2025-02-02T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.93;90.3;3.38;Alt Pened‚s;Riu Foix;Barcelona
2025-02-02T00:00:00.000;Reservoir of la Baells (Cercs);613.94;55.4;60.62;Bergued…;Riu Llobregat;Barcelona
2025-02-02T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.95;33.9;27.1;SolsonŠs;Riu Cardener;Lleida 
2025-02-02T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-02T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.29;52.8;12.87;SolsonŠs;Riu Cardener;Lleida 
2025-02-02T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.61;6.8;11.24;Osona;Riu Ter;Barcelona
2025-02-02T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.08;9.5;1.17;Priorat;Riu Siurana;Tarragona
2025-02-02T00:00:00.000;Reservoir of Susqueda (Osor);319.06;40.1;93.41;La Selva;Riu Ter;Girona
2025-02-03T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.9;16.9;10.35;Alt Empord…;Riu Muga;Girona
2025-02-03T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.92;90.1;3.37;Alt Pened‚s;Riu Foix;Barcelona
2025-02-03T00:00:00.000;Reservoir of la Baells (Cercs);613.9;55.3;60.53;Bergued…;Riu Llobregat;Barcelona
2025-02-03T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.91;33.8;27.04;SolsonŠs;Riu Cardener;Lleida 
2025-02-03T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-03T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.33;52.9;12.9;SolsonŠs;Riu Cardener;Lleida 
2025-02-03T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.39;6.6;10.91;Osona;Riu Ter;Barcelona
2025-02-03T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.07;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-03T00:00:00.000;Reservoir of Susqueda (Osor);319.09;40.1;93.47;La Selva;Riu Ter;Girona
2025-02-04T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-04T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.89;89.7;3.35;Alt Pened‚s;Riu Foix;Barcelona
2025-02-04T00:00:00.000;Reservoir of la Baells (Cercs);613.87;55.2;60.45;Bergued…;Riu Llobregat;Barcelona
2025-02-04T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.86;33.7;26.98;SolsonŠs;Riu Cardener;Lleida 
2025-02-04T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-04T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.37;53.1;12.94;SolsonŠs;Riu Cardener;Lleida 
2025-02-04T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379.2;6.4;10.64;Osona;Riu Ter;Barcelona
2025-02-04T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.07;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-04T00:00:00.000;Reservoir of Susqueda (Osor);319.06;40.1;93.4;La Selva;Riu Ter;Girona
2025-02-05T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.87;16.9;10.31;Alt Empord…;Riu Muga;Girona
2025-02-05T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.86;89.2;3.34;Alt Pened‚s;Riu Foix;Barcelona
2025-02-05T00:00:00.000;Reservoir of la Baells (Cercs);613.84;55.2;60.39;Bergued…;Riu Llobregat;Barcelona
2025-02-05T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.81;33.7;26.92;SolsonŠs;Riu Cardener;Lleida 
2025-02-05T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-05T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.4;53.2;12.97;SolsonŠs;Riu Cardener;Lleida 
2025-02-05T00:00:00.000;Reservoir of Sau (Vilanova de Sau);379;6.3;10.34;Osona;Riu Ter;Barcelona
2025-02-05T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.05;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-05T00:00:00.000;Reservoir of Susqueda (Osor);319.04;40.1;93.34;La Selva;Riu Ter;Girona
2025-02-06T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.87;16.9;10.31;Alt Empord…;Riu Muga;Girona
2025-02-06T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.85;89;3.33;Alt Pened‚s;Riu Foix;Barcelona
2025-02-06T00:00:00.000;Reservoir of la Baells (Cercs);613.82;55.1;60.34;Bergued…;Riu Llobregat;Barcelona
2025-02-06T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.77;33.6;26.87;SolsonŠs;Riu Cardener;Lleida 
2025-02-06T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-06T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.44;53.4;13.01;SolsonŠs;Riu Cardener;Lleida 
2025-02-06T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.79;6.1;10.04;Osona;Riu Ter;Barcelona
2025-02-06T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.04;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-06T00:00:00.000;Reservoir of Susqueda (Osor);319.02;40;93.28;La Selva;Riu Ter;Girona
2025-02-07T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.84;16.8;10.28;Alt Empord…;Riu Muga;Girona
2025-02-07T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.84;88.8;3.32;Alt Pened‚s;Riu Foix;Barcelona
2025-02-07T00:00:00.000;Reservoir of la Baells (Cercs);613.8;55.1;60.28;Bergued…;Riu Llobregat;Barcelona
2025-02-07T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.74;33.5;26.83;SolsonŠs;Riu Cardener;Lleida 
2025-02-07T00:00:00.000;Reservoir of Riudecanyes;205.33;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-07T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.48;53.5;13.04;SolsonŠs;Riu Cardener;Lleida 
2025-02-07T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.58;5.9;9.74;Osona;Riu Ter;Barcelona
2025-02-07T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.04;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-07T00:00:00.000;Reservoir of Susqueda (Osor);319.01;40;93.24;La Selva;Riu Ter;Girona
2025-02-08T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.87;16.9;10.31;Alt Empord…;Riu Muga;Girona
2025-02-08T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.92;90.1;3.37;Alt Pened‚s;Riu Foix;Barcelona
2025-02-08T00:00:00.000;Reservoir of la Baells (Cercs);613.79;55.1;60.26;Bergued…;Riu Llobregat;Barcelona
2025-02-08T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.73;33.5;26.82;SolsonŠs;Riu Cardener;Lleida 
2025-02-08T00:00:00.000;Reservoir of Riudecanyes;205.34;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-08T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.52;53.7;13.09;SolsonŠs;Riu Cardener;Lleida 
2025-02-08T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.5;5.8;9.62;Osona;Riu Ter;Barcelona
2025-02-08T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.03;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-08T00:00:00.000;Reservoir of Susqueda (Osor);319.03;40.1;93.32;La Selva;Riu Ter;Girona
2025-02-09T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-09T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.94;90.5;3.39;Alt Pened‚s;Riu Foix;Barcelona
2025-02-09T00:00:00.000;Reservoir of la Baells (Cercs);613.79;55.1;60.26;Bergued…;Riu Llobregat;Barcelona
2025-02-09T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.71;33.5;26.79;SolsonŠs;Riu Cardener;Lleida 
2025-02-09T00:00:00.000;Reservoir of Riudecanyes;205.34;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-09T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.57;53.9;13.13;SolsonŠs;Riu Cardener;Lleida 
2025-02-09T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.49;5.8;9.61;Osona;Riu Ter;Barcelona
2025-02-09T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.03;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-09T00:00:00.000;Reservoir of Susqueda (Osor);319.04;40.1;93.33;La Selva;Riu Ter;Girona
2025-02-10T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-10T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.94;90.5;3.38;Alt Pened‚s;Riu Foix;Barcelona
2025-02-10T00:00:00.000;Reservoir of la Baells (Cercs);613.79;55.1;60.25;Bergued…;Riu Llobregat;Barcelona
2025-02-10T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.68;33.4;26.76;SolsonŠs;Riu Cardener;Lleida 
2025-02-10T00:00:00.000;Reservoir of Riudecanyes;205.35;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-10T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.61;54;13.18;SolsonŠs;Riu Cardener;Lleida 
2025-02-10T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.41;5.7;9.5;Osona;Riu Ter;Barcelona
2025-02-10T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.03;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-10T00:00:00.000;Reservoir of Susqueda (Osor);319.03;40.1;93.32;La Selva;Riu Ter;Girona
2025-02-11T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-11T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.94;90.4;3.38;Alt Pened‚s;Riu Foix;Barcelona
2025-02-11T00:00:00.000;Reservoir of la Baells (Cercs);613.77;55;60.21;Bergued…;Riu Llobregat;Barcelona
2025-02-11T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.65;33.4;26.72;SolsonŠs;Riu Cardener;Lleida 
2025-02-11T00:00:00.000;Reservoir of Riudecanyes;205.35;23.7;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-11T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.66;54.2;13.22;SolsonŠs;Riu Cardener;Lleida 
2025-02-11T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.26;5.6;9.28;Osona;Riu Ter;Barcelona
2025-02-11T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-11T00:00:00.000;Reservoir of Susqueda (Osor);319.04;40.1;93.34;La Selva;Riu Ter;Girona
2025-02-12T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-12T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);99.94;90.5;3.38;Alt Pened‚s;Riu Foix;Barcelona
2025-02-12T00:00:00.000;Reservoir of la Baells (Cercs);613.76;55;60.18;Bergued…;Riu Llobregat;Barcelona
2025-02-12T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.62;33.4;26.69;SolsonŠs;Riu Cardener;Lleida 
2025-02-12T00:00:00.000;Reservoir of Riudecanyes;205.36;23.8;1.26;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-12T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.7;54.4;13.26;SolsonŠs;Riu Cardener;Lleida 
2025-02-12T00:00:00.000;Reservoir of Sau (Vilanova de Sau);378.11;5.5;9.07;Osona;Riu Ter;Barcelona
2025-02-12T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-12T00:00:00.000;Reservoir of Susqueda (Osor);319.05;40.1;93.36;La Selva;Riu Ter;Girona
2025-02-13T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.88;16.9;10.32;Alt Empord…;Riu Muga;Girona
2025-02-13T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.04;92.1;3.44;Alt Pened‚s;Riu Foix;Barcelona
2025-02-13T00:00:00.000;Reservoir of la Baells (Cercs);613.74;55;60.14;Bergued…;Riu Llobregat;Barcelona
2025-02-13T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.59;33.3;26.66;SolsonŠs;Riu Cardener;Lleida 
2025-02-13T00:00:00.000;Reservoir of Riudecanyes;205.38;23.8;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-13T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.75;54.6;13.31;SolsonŠs;Riu Cardener;Lleida 
2025-02-13T00:00:00.000;Reservoir of Sau (Vilanova de Sau);377.97;5.4;8.87;Osona;Riu Ter;Barcelona
2025-02-13T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-13T00:00:00.000;Reservoir of Susqueda (Osor);319.05;40.1;93.36;La Selva;Riu Ter;Girona
2025-02-14T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.87;16.9;10.31;Alt Empord…;Riu Muga;Girona
2025-02-14T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.05;92.2;3.45;Alt Pened‚s;Riu Foix;Barcelona
2025-02-14T00:00:00.000;Reservoir of la Baells (Cercs);613.73;54.9;60.11;Bergued…;Riu Llobregat;Barcelona
2025-02-14T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.58;33.3;26.64;SolsonŠs;Riu Cardener;Lleida 
2025-02-14T00:00:00.000;Reservoir of Riudecanyes;205.38;23.8;1.27;Baix Camp;Riera Riudecanyes;Tarragona
2025-02-14T00:00:00.000;Reservoir of Sant Pon‡ (Clariana de Cardener);520.78;54.7;13.33;SolsonŠs;Riu Cardener;Lleida 
2025-02-14T00:00:00.000;Reservoir of Sau (Vilanova de Sau);377.9;5.3;8.77;Osona;Riu Ter;Barcelona
2025-02-14T00:00:00.000;Reservoir of Siurana (Cornudella de Montsant);460.02;9.5;1.16;Priorat;Riu Siurana;Tarragona
2025-02-14T00:00:00.000;Reservoir of Susqueda (Osor);319.02;40;93.28;La Selva;Riu Ter;Girona
2025-02-15T00:00:00.000;Reservoir of Darnius Boadella (Darnius);135.87;16.9;10.31;Alt Empord…;Riu Muga;Girona
2025-02-15T00:00:00.000;Reservoir of Foix (Castellet i la Gornal);100.04;92.1;3.45;Alt Pened‚s;Riu Foix;Barcelona
2025-02-15T00:00:00.000;Reservoir of la Baells (Cercs);613.71;54.9;60.07;Bergued…;Riu Llobregat;Barcelona
2025-02-15T00:00:00.000;Reservoir of la Llosa del Cavall (Nav…s);779.57;33.3;26.63;SolsonŠs;Riu Cardener;Lleida 
2025-02-15T00:00:00.000;Reservoir of Riudecanyes;205.38;23.8;1.27;Baix Camp;Riera Riudecanyes;Tarragona
