name;addresses_road_name;addresses_neighborhood_name;addresses_district_name;addresses_zip_code;url;imatge;geometry/type;geometry/coordinates_0;geometry/coordinates_1;coord0;coord01
Pebrer bord del carrer Maignon;Carrer de Maignon,27;la Salut;Gràcia;08024;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/pebrer-bord-del-carrer-maignon_99400680097.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Pebrer_bord_del_carrer_Maignon.optimized.e9b2ee61.jpg;Point;429199.2509;4584644.673;42.91992509;45.846446730000004
Fot¡nies del parc de les Aigües del Guinardó;Ronda del Guinardó,33;el Baix Guinardó;Horta-Guinardó;08024;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/fotinies-del-parc-de-les-aigues-del-guinardo_99400455010.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610070957480027-07-93_1.optimized.e00c0ecf.jpg;Point;430264.6862;4584963.125;43.02646862;45.84963125
Figuera de la Facultat de Dret;Avinguda Diagonal,684;Pedralbes;Les Corts;08034;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/figuera-de-la-facultat-de-dret_99400455011.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610251018300128-04-97_1.optimized.a63108ce.jpg;Point;426488.2555;4582134.577;42.648825550000005;45.82134576999999
Ficus del pati de l'Escola Saint Nicholas;Carrer de Provença,283;la Dreta de l'Eixample;Eixample;08037;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/ficus-del-pati-de-l-escola-saint-nicholas_99400455013.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610200846260062-02-94_1.optimized.17dcc66f.jpg;Point;430050.4437;4583135.321;43.00504437;45.83135321
Datiler del carrer Olesa;Carrer d'Olesa,71;la Sagrera;Sant Andreu;08027;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/datiler-del-carrer-olesa_99400455022.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610110929210038-09-93_1.optimized.24d92553.jpg;Point;431984.9232;4586228.362;43.19849232;45.86228362
Cedre del Parc del Laberint;Carrer dels Germans Desvalls,42;Horta;Horta-Guinardó;08035;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/cedre-del-parc-del-laberint_99400455028.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610121136540143-07-03_1.optimized.9f800703.jpg;Point;428760.1169;4587907.761;42.876011690000006;45.879077609999996
Castanyer bord de la  Plaça Carles Buïgas;" Plaça de Carles Buïgas,8";el Poble-sec;Sants-Montjuíc;08038;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/castanyer-bord-de-la-placa-carles-buigas_99400455030.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610270951280131-03-97_2.optimized.72e281ad.jpg;Point;429226.8292;4580358.38;42.92268292;45.8035838
Washingt·nia de Can Verdaguer;Carrer de l'Estudiant,48;Porta;Nou Barris;08016;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/washingtonia-de-can-verdaguer_99400454983.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610121238200085-08-94_1.optimized.d80e01a0.jpg;Point;431409.2826;4587309.779;43.140928259999995;45.87309779
Pi blanc dels jardins de Torre Girona;Carrer de Jordi Girona,29;Pedralbes;Les Corts;08034;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/pi-blanc-dels-jardins-de-torre-girona_99400455002.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610251008530064-04-94_1.optimized.ef193ecc.jpg;Point;426037.0788;4582292.279;42.60370788;45.82292279
Pi de Sant Gen¡s dels Agudells;Carrer de Natzaret,97;Sant Gen¡s dels Agudells;Horta-Guinardó;08035;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/pi-de-sant-genis-dels-agudells_99400455004.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610121149200125-07-97_1.optimized.784d7104.jpg;Point;427796.5428;4586595.816;42.77965428;45.86595816
Tilúler argentat del Parc del Laberint;Carrer dels Germans Desvalls,40;Horta;Horta-Guinardó;08035;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/til-ler-argentat-del-parc-del-laberint_99400454941.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610121011570144-07-03_1.optimized.eedcc4fd.jpg;Point;428770.4466;4587895.345;42.87704466;45.87895345
Surera del Parc de Monterols;Carrer de Ferran Valls i Taberner,5;Sant Gervasi - Galvany;Sarrià-Sant Gervasi;08006;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/surera-del-parc-de-monterols_99400454949.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610061120320044-05-93_2.optimized.a17664ec.jpg;Point;428217.6523;4583808.661;42.821765230000004;45.838086610000005
Sequoia del parc del Laberint d'Horta;Carrer dels Germans Desvalls,48;Horta;Horta-Guinardó;08035;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/sequoia-del-parc-del-laberint-d-horta_99400454951.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610121210440016-07-93_1.optimized.fb6980c7.jpg;Point;428649.0526;4587936.63;42.86490526;45.8793663
Eucaliptus blanc del passeig de la Bonanova;Passeig de la Bonanova,22;Sant Gervasi - la Bonanova;Sarrià-Sant Gervasi;08022;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/eucaliptus-blanc-del-passeig-de-la-bonanova_99400637914.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910071040490165-05-14_1.optimized.8b2ee90b.jpg;Point;427323.6966;4584120.525;42.73236966;45.84120525
Palmera blava de la  Plaça Pius XII;" Plaça de Pius XII,6";Pedralbes;Les Corts;08034;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/palmera-blava-de-la-placa-pius-xii_99400455034.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610061305300067-04-94_1.optimized.fe934517.jpg;Point;426610.6943;4582136.888;42.66106943;45.82136888
Arbre ampolla dels jardins de Torre Girona;Carrer de Jordi Girona,31;Pedralbes;Les Corts;08034;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/arbre-ampolla-dels-jardins-de-torre-girona_99400455035.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610161511340065-04-94_11.optimized.7587abc5.jpg;Point;426095.5083;4582306.894;42.609550829999996;45.823068940000006
Bellaombres dels jardins de Miramar;Carretera de Miramar,33;el Poble-sec;Sants-Montjuíc;08038;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/bellaombres-dels-jardins-de-miramar_99400455036.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610061116320030-03-93_1.optimized.99ac4498.jpg;Point;430754.6488;4580241.484;43.075464880000006;45.802414840000004
Arboç del parc del Laberint d'Horta;Carrer dels Germans Desvalls,48;Horta;Horta-Guinardó;08035;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/arboc-del-parc-del-laberint-d-horta_99400455043.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610120942000017-07-93_1.optimized.0fb6c5f9.jpg;Point;428687.3736;4587972.691;42.86873736;45.879726909999995
Alzina del carrer Baladre;Carrer del Baladre,8;Vallvidrera, el Tibidabo i les Planes;Sarrià-Sant Gervasi;08017;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/alzina-del-carrer-baladre_99400455044.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610061028220137-05-98-10-11a.optimized.4ae78223.jpg;Point;424216.8116;4586529.5;42.42168116;45.865295
Alzines de la  Plaça Catalunya;" Plaça de Catalunya,14";la Dreta de l'Eixample;Eixample;08002;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/alzines-de-la-placa-catalunya_99400455045.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610201302260095-01-94_1.optimized.a3c0cdaa.jpg;Point;430650.0271;4582075.893;43.06500271;45.820758930000004
Datiler del carrer Lancaster;Carrer de Lancaster,8;el Raval;Ciutat Vella;08001;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/datiler-del-carrer-lancaster_99400455051.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610250952570101-01-96-19-1-10.optimized.92dd1986.jpg;Point;430954.7878;4581099.553;43.09547878;45.81099553
Palmeres canàries de l'Hospital de Sant Pau;Carrer de Sant Antoni Maria Claret,167;el Guinardó;Horta-Guinardó;08041;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/palmeres-canaries-de-l-hospital-de-sant-pau_99400455053.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610111309230161-07-13_2.optimized.7ab1c611.jpg;Point;430994.9692;4584777.255;43.09949692;45.84777255
Palmera can¤ria de la Rambla Guipúscoa;Rambla de Guipúscoa,29;Sant Martí de Provençals;Sant Martí;08020;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/palmera-canaria-de-la-rambla-guipuscoa_99400455054.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610111250520092-10-94_1.optimized.96a27d93.jpg;Point;432708.5563;4585132.073;43.27085563;45.85132073
Noguera amb ales del Jardí Botànic Històric;Avinguda dels Montanyans,30;el Poble-sec;Sants-Montjuíc;08038;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/noguera-amb-ales-del-jardi-botanic-historic_99400637930.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041347050169-03-15_1.optimized.47c03a34.jpg;Point;429097.3265;4579834.782;42.90973265;45.79834782
Plàtans dels jardins del Claustre;Passeig de Santa Madrona,30;el Poble-sec;Sants-Montjuíc;08038;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/platans-dels-jardins-del-claustre_99400638000.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041312280176-03-17_2.optimized.beb26d52.jpg;Point;429635.865;4580051.41;42.9635865;45.8005141
Arbre serp dels interiors de Via Favència;Via Favència,179;les Roquetes;Nou Barris;08042;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/arbre-serp-dels-interiors-de-via-favencia_99400638006.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041236220179-08-17_1.optimized.501ac73f.jpg;Point;431059.4758;4588508.982;43.10594758;45.88508982
Lledoner de la Fundació Mu¤oz Ramonet;Carrer de Muntaner,282;Sant Gervasi - Galvany;Sarrià-Sant Gervasi;08021;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/lledoner-de-la-fundacio-munoz-ramonet_99400638013.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041225350181-05-17_1.optimized.02cab0cd.jpg;Point;428683.185;4583099.926;42.8683185;45.83099926
Magnòlia del Colúlegi La Salle Bonanova;" Plaça de la Bonanova,13";Sant Gervasi - la Bonanova;Sarrià-Sant Gervasi;08022;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/magnolia-del-col-legi-la-salle-bonanova_99400455058.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610061049480116-05-96_1.optimized.b62e2999.jpg;Point;427376.0054;4584268.056;42.73760054;45.84268056
Livistona australiana de l'Ateneu Barcelonès;" Plaça de la Vila de Madrid,11";el Barri Gòtic;Ciutat Vella;08002;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/livistona-australiana-de-l-ateneu-barcelones_99400455068.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201610201035090053-01-94_1.optimized.90196b32.jpg;Point;430741.6802;4581762.027;43.07416802;45.81762027
Còculs del Jardí de la Casa Ignacio de Puig;Carrer d'en Quintana,4;el Barri Gòtic;Ciutat Vella;08002;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/coculs-del-jardi-de-la-casa-ignacio-de-puig_99400638024.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Coculs_del_jardi_de_la_Casa_Ignacio_de_Puig.optimized.8cacf795.jpg;Point;430953.4796;4581383.07;43.095347960000005;45.813830700000004
Xiprer com£ del carrer Betlem;Carrer de Betlem,55;la Vila de Gràcia;Gràcia;08012;https://guia.barcelona.cat/es/detall/xiprer-comu-del-carrer-betlem_99400680099.html;;Point;429282.7776;4584136.003;42.92827776;45.84136003
Ficus de Mysore del Santuari de Sant Josep de la Muntaya;Avinguda del Santuari de Sant Josep de la Muntanya,25;la Salut;Gràcia;08024;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/ficus-de-mysore-del-santuari-de-sant-josep-de-la-muntaya_99400680086.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Ficus_de_Mysore_del_Santuari_de_Sant_Josep_de_la_Muntaya.optimized.64a504ff.jpg;Point;429236.8211;4584662.82;42.92368211;45.846628200000005
Garrofer de la  Plaça del Doctor Castelló;Avinguda de Sarrià,88;les Tres Torres;Sarrià-Sant Gervasi;08017;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/garrofer-de-la-placa-del-doctor-castello_99400680089.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Garrofer_de_la_placa_del_Doctor_Castello.optimized.216e60a5.jpg;Point;427727.9491;4582620.112;42.77279491;45.82620112
Pi pinyer del carrer August Font;Carrer d'August Font,2;Vallcarca i els Penitents;Gràcia;08035;https://bcnsostenible.cat/web/punt/pi-pinyer-del-carrer-august-font;https://cache.bcnsostenible.cat/assets/605aef81940cd75a7d8b4567/w900/0.png;Point;427651.8394;4585680.82;42.76518394;45.8568082
Tarongers de la Casa de la Misericòrdia;Jardí dels Tarongers,17;el Raval;Ciutat Vella;08001;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/tarongers-de-la-casa-de-la-misericordia_99400637948.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041316350175-01-16_1.optimized.4c4dc5c2.jpg;Point;430447.2532;4581694.568;43.04472532;45.816945679999996
Pit·spor de la Ciutadella;Parc de la Ciutadella,22;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;08018;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/pitospor-de-la-ciutadella_99400638005.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041241280178-01-17_1.optimized.bbf014c1.jpg;Point;431964.0044;4582108.063;43.19640044;45.82108063
Om siberi¤ del carrer Llull;Carrer de Llull,353;Diagonal Mar i el Front Mar¡tim del Poblenou;Sant Martí;08019;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/om-siberia-del-carrer-llull_99400637928.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041351570168-10-15_1.optimized.39018dfb.jpg;Point;434118.9949;4584411.958;43.411899489999996;45.84411958
Morera del carrer Alcoi;Carrer d'Alcoi,10;Sant Gervasi - la Bonanova;Sarrià-Sant Gervasi;08022;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/morera-del-carrer-alcoi_99400637946.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041325570173-05-16_1.optimized.47d6e8fe.jpg;Point;427387.1007;4584468.172;42.73871007;45.844681720000004
Aladern de fulla ampla de la Torre Castanyer;Carrer del Lluçanès,26;Sant Gervasi - la Bonanova;Sarrià-Sant Gervasi;08022;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/aladern-de-fulla-ampla-de-la-torre-castanyer_99400637947.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041320570174-05-16_1.optimized.f7c2c6e4.jpg;Point;427490.3705;4584393.21;42.749037050000005;45.843932099999996
Sòfora de la  Plaça de Can Portabella;" Plaça de Can Portabella,1";Sant Andreu;Sant Andreu;08030;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/sofora-de-la-placa-de-can-portabella_99400638008.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041230310180-09-17_1.optimized.1360200d.jpg;Point;432659.0703;4586673.6;43.26590703;45.866735999999996
Còculs dels jardins del Palau Robert;Carrer de Còrsega,302;la Dreta de l'Eixample;Eixample;08008;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/coculs-dels-jardins-del-palau-robert_99400638025.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910021428170184-02-18_1.optimized.6d4d3af9.jpg;Point;429703.8247;4583019.261;42.97038247;45.83019261
Taronger de Louisiana de la Ciutadella;Parc de la Ciutadella,1210;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;08003;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/taronger-de-louisiana-de-la-ciutadella_99400679805.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Taronger_de_Louisiana_de_la_Ciutadella.optimized.fe1ef9af.jpg;Point;432080.3036;4582211.781;43.208030359999995;45.82211781
Roure martinenc del parc Zoològic;Parc de la Ciutadella,1210;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;08003;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/roure-martinenc-del-parc-zoologic_99400679813.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Roure_martinenc_del_parc_Zoologic.optimized.69f3b11d.jpg;Point;432040.5067;4581839.576;43.20405067;45.81839576
Fals Plàtan del Jardí Botànic Històric;Avinguda dels Montanyans,30;el Poble-sec;Sants-Montjuíc;08038;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/fals-platan-del-jardi-botanic-historic_99400637939.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/201910041342020170-03-15_1.optimized.a4f7121b.jpg;Point;429084.1218;4579820.073;42.90841218;45.79820073
Cedre de la Universitat Abat Oliba;Carrer de Bellesguard,24;Sant Gervasi - la Bonanova;Sarrià-Sant Gervasi;08022;https://www.barcelona.cat/ca/que-pots-fer-a-bcn/parcs-i-jardins/arbres-interes-local/cedre-de-la-universitat-abat-oliba_99400680057.html;https://estatics-nasia.dtibcn.cat/nasia-pro/media/Cedre_de_la_Universitat_Abat_Oliba.optimized.599b5996.jpg;Point;426971.9957;4584635.754;42.69719957;45.84635754
