dia;estaci;nivell_absolut;percentatge_volum_embassat;volum_embassat
2024-03-16T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.51;11.7;7.12
2024-03-16T00:00:00.000;Embassament de la Baells (Cercs);591.44;20;21.87
2024-03-15T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.81;60;2.24
2024-03-15T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.51;11.7;7.12
2024-03-15T00:00:00.000;Embassament de la Baells (Cercs);591.35;19.9;21.77
2024-03-14T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.5;11.7;7.12
2024-03-14T00:00:00.000;Embassament de la Baells (Cercs);591.27;19.8;21.69
2024-03-14T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.81;60;2.24
2024-03-13T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.48;11.6;7.1
2024-03-13T00:00:00.000;Embassament de la Baells (Cercs);591.21;19.8;21.62
2024-03-13T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.81;60;2.25
2024-03-12T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.81;60.1;2.25
2024-03-12T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.45;11.6;7.08
2024-03-12T00:00:00.000;Embassament de la Baells (Cercs);591.14;19.7;21.54
2024-03-11T00:00:00.000;Embassament de la Baells (Cercs);591.04;19.6;21.43
2024-03-11T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.82;60.1;2.25
2024-03-11T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.41;11.5;7.04
2024-03-10T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.81;60;2.25
2024-03-10T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.32;11.4;6.97
2024-03-10T00:00:00.000;Embassament de la Baells (Cercs);590.91;19.4;21.28
2024-03-09T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.64;57.8;2.16
2024-03-09T00:00:00.000;Embassament de la Baells (Cercs);590.69;19.2;21.04
2024-03-09T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.22;11.3;6.88
2024-03-08T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.2;11.2;6.87
2024-03-08T00:00:00.000;Embassament de la Baells (Cercs);590.65;19.2;20.99
2024-03-08T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.53;56.4;2.11
