dia;estaci;nivell_absolut;percentatge_volum_embassat;volum_embassat
2024-03-31T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.52;11.7;7.14
2024-03-31T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.97;62.1;2.32
2024-03-31T00:00:00.000;Embassament de la Baells (Cercs);593.5;22.2;24.27
2024-03-30T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.51;11.7;7.13
2024-03-30T00:00:00.000;Embassament de la Baells (Cercs);593.26;21.9;23.98
2024-03-30T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.85;60.5;2.26
2024-03-29T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.85;60.5;2.26
2024-03-29T00:00:00.000;Embassament de la Baells (Cercs);593.05;21.7;23.73
2024-03-29T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.49;11.6;7.11
2024-03-28T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.46;11.6;7.08
2024-03-28T00:00:00.000;Embassament de la Baells (Cercs);592.84;21.5;23.48
2024-03-28T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.85;60.5;2.26
2024-03-27T00:00:00.000;Embassament de la Baells (Cercs);592.62;21.2;23.23
2024-03-27T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.86;60.6;2.27
2024-03-27T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.41;11.5;7.04
2024-03-26T00:00:00.000;Embassament de la Baells (Cercs);592.39;21;22.96
2024-03-26T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.82;60.1;2.25
2024-03-26T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.39;11.5;7.02
2024-03-25T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.39;11.5;7.03
2024-03-25T00:00:00.000;Embassament de la Baells (Cercs);592.27;20.9;22.82
2024-03-25T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.74;59.2;2.21
2024-03-24T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.74;59.1;2.21
2024-03-24T00:00:00.000;Embassament de la Baells (Cercs);592.21;20.8;22.76
2024-03-24T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.4;11.5;7.03
2024-03-23T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.73;59;2.21
2024-03-23T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.43;11.5;7.06
2024-03-23T00:00:00.000;Embassament de la Baells (Cercs);592.14;20.7;22.68
2024-03-22T00:00:00.000;Embassament de Darnius Boadella (Darnius);132.44;11.6;7.06
2024-03-22T00:00:00.000;Embassament de Foix (Castellet i la Gornal);97.73;59;2.21
